,Date,Open,High,Low,Close,Volume,DJI_Close,NYSE_Close,NASDAQ_Close,RUSS_Close,FTSE_Close,N225_Close,GOLD_Close,USDCNY_Close,USDEUR_Close,USDGBP_Close,USDJPY_Close,Signal
25,12/17/09,1124.990693,1129.261277,1121.268182,1121.52906,7390256552,10421.34308,7237.34455,2265.411921,620.3929431,5362.908113,9815.859416,1099.976585,6.788433993,0.691659927,0.614344505,87.54574772,1
26,12/18/09,1119.858661,1124.498095,1116.79125,1124.832217,6077271293,10413.93882,7254.174701,2292.839345,627.6624251,5332.151146,9800.720762,1109.399164,6.794651856,0.694704649,0.617170808,88.51995049,1
27,12/21/09,1124.348785,1129.797944,1118.787111,1131.016294,3501912931,10447.84671,7277.360159,2304.631841,630.8441339,5393.325749,9792.2431,1091.710762,6.78065192,0.696616422,0.620164547,89.24780562,2
28,12/22/09,1130.119502,1129.682459,1130.486961,1128.951978,3204842962,10428.6426,7281.466175,2305.133108,632.8051343,5419.517416,10090.6175,1085.691919,6.779999954,0.693960803,0.621782261,89.25385263,1
29,12/23/09,1131.334681,1129.71319,1128.920723,1131.048086,3130023316,10427.372,7300.600039,2329.558743,640.4977992,5444.366821,,1089.529547,6.779512262,0.689150012,0.621535723,89.02701973,1
30,12/24/09,1131.56882,1138.886466,1137.971936,1145.037489,-105565342.3,10574.31165,7369.261841,2367.420996,644.5340276,5462.535163,10235.39174,1107.8467,6.796173052,0.687773217,0.621577624,88.96373511,2
31,12/28/09,1142.925801,1146.597254,1134.087558,1140.518383,3237430837,10541.26955,7351.537489,2349.872638,638.6553158,,10255.62115,1115.396498,6.787775937,0.688281209,0.618170958,89.23494408,1
32,12/29/09,1140.042919,1140.968117,1137.503676,1140.608525,3177048894,10534.1876,7336.78096,2364.969345,640.6158736,5471.313712,10272.4206,1104.017204,6.792917369,0.690006957,0.622545039,89.60100327,1
33,12/30/09,1139.996045,1143.195199,1137.14963,1143.23057,3066358142,10569.47764,7322.109353,2376.341067,641.8964933,5423.408333,10201.84414,1105.662983,6.791552176,0.691210033,0.614785124,90.16221994,2
34,12/31/09,1143.52612,1146.54906,1133.978714,1141.658498,2868078642,10536.97311,7305.64683,2385.095874,640.1216637,5428.053593,,1107.624264,6.80562004,0.69217358,0.611526791,90.64619302,1
35,1/4/10,1145.913003,1165.551702,1145.188718,1163.725054,5243520244,10741.51513,7457.076135,2434.395808,655.5420621,5510.534964,10187.42335,1126.096818,6.804986044,0.688732875,0.615415082,90.4044599,2
36,1/5/10,1162.200967,1153.188396,1152.949648,1147.77648,3221401010,10555.70682,7399.180721,2376.687105,641.6101277,5533.523721,10172.09387,1126.344467,6.802846664,0.691214948,0.621025637,89.58646908,1
37,1/6/10,1149.68145,1152.963269,1154.05187,1152.977467,5361249412,10570.92572,7445.162731,2384.532727,646.9839789,5551.246847,10241.24576,1147.22368,6.804352711,0.690521721,0.619937923,90.45967656,1
38,1/7/10,1151.304814,1159.191167,1145.503362,1159.007046,5793277752,10619.25812,7459.691097,2391.382776,650.3151033,5549.324008,10174.32218,1137.559739,6.806154976,0.690018303,0.621417795,91.19511545,1
39,1/8/10,1157.234075,1168.234367,1162.156301,1172.052093,4433444051,10709.2286,7544.147233,2435.048876,660.4855061,5561.333113,10341.42485,1140.208435,6.797457839,0.681315162,0.614407923,90.85014259,2
40,1/11/10,1173.574035,1175.679874,1169.474283,1171.420632,4038444374,10751.86277,7559.990672,2417.485401,658.643368,5560.927337,,1156.149918,6.795497518,0.674922769,0.611664291,90.42082485,2
41,1/12/10,1170.239533,1171.944907,1159.369727,1164.891924,4582953896,10783.73803,7490.397056,2396.724104,649.3725225,5502.82317,10561.27634,1130.923864,6.796206386,0.677954798,0.611578244,89.40843233,2
42,1/13/10,1162.490029,1166.530419,1155.848749,1162.952009,3745823440,10738.53223,7487.311465,2393.867835,652.9077372,5482.510185,10525.43369,1144.1055,6.79835848,0.677866935,0.606795381,89.81954814,1
43,1/14/10,1161.002384,1165.416908,1159.602986,1164.058445,3827163949,10761.66725,7500.898392,2388.678278,655.0513273,5487.384479,10725.98897,1148.707723,6.793430253,0.681136593,0.604626086,89.71778062,2
44,1/15/10,1161.555367,1166.426032,1149.057452,1154.412721,4675199461,10672.57464,7424.505847,2362.2878,648.2550635,5446.253307,10962.47912,1135.625782,6.805819847,0.689530204,0.606378479,89.55552891,1
45,1/19/10,1152.734163,1164.306297,1151.692273,1164.094572,4479801001,10750.95873,7489.649397,2375.136857,654.5575867,5477.92802,10668.80859,1146.643071,6.816846044,0.693683281,0.604944099,90.20320819,2
46,1/20/10,1164.10411,1165.115518,1148.949705,1155.971814,4360125468,10652.97916,7389.148627,2358.036746,647.9220135,5395.471671,10625.74648,1116.454337,6.822680916,0.702763858,0.607606449,90.44406866,2
47,1/21/10,1157.488134,1158.402092,1133.684774,1131.48134,6504256508,10407.13824,7210.096489,2327.244604,635.6813671,5319.003703,10796.60212,1100.570863,6.823492775,0.704389542,0.609647582,89.54618682,2
48,1/22/10,1132.957204,1133.544381,1108.747625,1107.931553,5773977995,10189.47556,7068.604824,2278.109424,625.115878,5292.12608,10489.36853,1100.267355,6.822516343,0.701771828,0.612689248,88.65588212,1
49,1/25/10,1106.104898,1116.57157,1107.087912,1110.35991,4058426216,10189.5094,7103.513828,2277.985918,630.3415309,5238.321693,10467.9348,1099.721988,6.827174698,0.702733303,0.611631812,89.41035498,2
50,1/26/10,1108.865845,1117.578334,1104.108112,1102.696338,4403531882,10154.87181,7046.082616,2255.423838,620.6268784,5236.921913,10191.46613,1097.330692,6.828678117,0.706652256,0.614398842,88.54364985,1
51,1/27/10,1103.666554,1108.120489,1095.131839,1105.479127,4975395919,10181.68016,7043.955643,2267.715131,625.859052,5183.267195,10242.28534,1080.903634,6.825314548,0.708427833,0.613834462,88.786049,2
52,1/28/10,1101.517169,1102.847745,1080.866412,1085.776028,4994137442,10029.10681,6930.408291,2201.743351,608.9184145,5119.045613,10411.42787,1082.282531,6.819138159,0.710961166,0.616159035,88.93808447,2
53,1/29/10,1091.144455,1103.495452,1080.027001,1082.842026,5198144202,10034.89267,6892.000885,2190.910567,608.856542,5188.368011,10085.39802,1074.467216,6.82624989,0.71956185,0.626028693,89.39865114,1
54,2/1/10,1082.172786,1097.261848,1083.539435,1096.878153,3784509744,10139.05533,6997.620367,2215.059593,612.5489723,5269.146031,10154.311,1097.509809,6.832563629,0.716341679,0.627568928,89.93888639,1
55,2/2/10,1096.444433,1113.225071,1099.644663,1116.896444,4426738699,10303.96177,7116.001872,2251.528318,622.9922613,5261.548456,10300.19002,1106.409494,6.830893245,0.715590525,0.627870231,89.90708319,2
56,2/3/10,1110.887049,1109.814332,1100.653769,1101.805647,3807429877,10185.51347,7013.200008,2222.258893,612.5310086,5255.763492,10136.86407,1103.904648,6.831968587,0.719572875,0.630863949,90.06766182,2
57,2/4/10,1103.816894,1100.287293,1068.108475,1063.707228,5411360067,9898.077356,6741.38745,2144.930062,590.3742799,5138.106834,10104.2034,1058.720048,6.838486599,0.727377854,0.636447026,88.45389729,1
58,2/5/10,1066.81295,1072.633508,1054.204225,1074.917276,6117986765,9972.750889,6778.596002,2189.384002,601.3899772,5061.662257,9793.10905,1060.476879,6.84324145,0.7314392,0.640085723,88.33476866,2
59,2/8/10,1076.093207,1076.357546,1065.010325,1060.441278,3586790023,9839.194687,6686.515759,2157.425688,590.367175,5075.149735,9753.791907,1058.663076,6.842142561,0.734023709,0.645102923,88.4831428,1
60,2/9/10,1061.574708,1082.744496,1064.50137,1071.60026,4606851802,9960.10185,6798.813483,2173.764064,599.5355947,5088.532341,9866.660459,1070.413567,6.837055189,0.727617106,0.640986428,88.90655498,2
61,2/10/10,1072.181374,1073.199569,1057.531967,1064.118126,3933668389,9876.041035,6744.389278,2166.552156,596.4748377,5139.816247,9858.87864,1066.46643,6.844407497,0.731685354,0.642146449,89.21324579,1
62,2/11/10,1064.250144,1078.044602,1061.497873,1079.278233,4125224096,10027.75415,6849.686232,2209.380978,608.1113406,5174.017019,,1088.546375,6.847615617,0.733660525,0.637915445,88.74087101,1
63,2/12/10,1080.747634,1086.200883,1078.932751,1092.173394,3848726411,10135.43257,6908.265342,2249.805963,623.6466571,5124.227799,10085.78442,1082.497736,6.847536322,0.734664884,0.637138052,89.26724473,1
64,2/16/10,1100.466244,1106.840211,1098.378917,1103.270211,3619510660,10211.42756,7019.127175,2259.430292,631.6228988,5250.868672,9907.166948,1105.110475,6.84556786,0.726137491,0.63386553,89.51187186,1
65,2/17/10,1106.692494,1109.66014,1103.218572,1111.503505,4084742404,10301.17422,7054.042031,2280.528437,635.3660374,5243.467945,10288.38286,1092.222239,6.83634442,0.735886465,0.638268052,90.32153126,1
66,2/18/10,1113.395969,1124.401809,1121.93461,1128.718259,3430935787,10514.74142,7144.056763,2316.72799,641.3981356,5269.886155,10408.25414,1088.905082,6.834139014,0.743092854,0.650114868,91.27839259,2
67,2/19/10,1123.939794,1126.943438,1120.506682,1120.705913,3831875950,10438.52972,7092.665568,2295.34046,636.9165686,5264.088492,10399.02539,1102.106287,6.842387625,0.734454948,0.649183479,90.68319921,2
68,2/22/10,1117.443083,1113.54473,1106.215704,1103.692522,3849223427,10275.4066,7006.763541,2246.210155,626.3416416,5285.256217,10520.62307,1097.358728,6.836662219,0.737227085,0.647116812,90.38764558,2
69,2/23/10,1104.161038,1103.849281,1085.168333,1087.779074,4620636389,10136.04205,6894.414723,2212.270531,619.5788483,5230.659171,10427.63748,1080.524502,6.836140189,0.740753025,0.648948864,89.32890691,1
70,2/24/10,1092.311498,1100.297214,1091.438554,1098.787374,4238547362,10228.4294,6959.816206,2230.403617,624.4294725,5257.60571,10313.32659,1073.272939,6.836276193,0.739544542,0.648635252,89.56454131,2
71,2/25/10,1091.746341,1095.347802,1076.463773,1089.474518,4800788810,10087.9703,6907.914289,2211.304896,620.777299,5219.465123,10282.6283,1079.261615,6.836026108,0.739803004,0.656865851,88.71994494,2
72,2/26/10,1090.862353,1091.109777,1082.039391,1089.134983,4151444985,10084.47159,6925.676887,2205.117795,615.8329563,5286.829585,10225.87343,1089.435895,6.838913587,0.733896016,0.655973928,88.02102079,1
73,3/1/10,1091.273375,1102.298489,1087.727452,1100.357852,3820590718,10172.41743,6985.63629,2240.524763,628.5764977,5329.123897,10170.33628,1091.343052,6.832963907,0.736600397,0.667036235,88.82532699,1
74,3/2/10,1102.69106,1107.777829,1102.02967,1102.89501,4369157593,10168.40134,7021.510234,2247.198915,632.4943818,5412.757848,10169.39338,1106.40387,6.83862801,0.733237234,0.665665146,88.38493319,2
75,3/3/10,1101.732941,1108.079786,1097.064858,1100.681916,4154408850,10111.74956,7038.987042,2239.095241,633.2786093,5467.151146,10217.03548,1110.69531,6.842259548,0.729196337,0.663503223,88.00957507,1
76,3/4/10,1099.246965,1102.568201,1093.766505,1100.72354,4041935154,10130.76081,7034.878361,2238.053661,636.0687598,5434.479607,10035.80923,1100.442687,6.833768309,0.733001999,0.665863415,88.65192998,1
77,3/5/10,1102.483158,1114.806359,1098.59901,1111.258998,4017331710,10202.11336,7131.327711,2256.587092,646.0126155,5513.891688,10270.40902,1099.062429,6.835218309,0.730298858,0.659903201,89.57018874,2
78,3/8/10,1111.591569,1111.753933,1110.960582,1109.400623,3554734715,10181.01744,7127.038264,2257.059849,647.6472281,5539.895326,10554.16499,1080.171646,6.832203352,0.730809649,0.664188308,89.45078832,1
79,3/9/10,1106.397063,1117.157953,1104.905,1114.567343,4872680997,10233.74694,7146.596011,2274.692479,651.3158691,5543.744797,10526.51992,1075.877859,6.832187198,0.730555974,0.664019569,89.19247443,1
80,3/10/10,1113.15114,1123.152535,1116.373835,1123.277985,5081186588,10279.58156,7198.066892,2303.119362,656.5325624,5580.077557,10363.00249,1064.452818,6.834845082,0.727855333,0.665895359,89.25614152,1
81,3/11/10,1122.969258,1128.999184,1121.493207,1129.148401,4329107362,10366.23227,7230.728609,2311.737866,657.9565774,5582.367614,10405.61115,1062.173827,6.840650916,0.726785076,0.661747005,89.31676203,2
82,3/12/10,1133.615314,1134.05157,1126.277629,1127.349521,4870588336,10348.7442,7237.645183,2308.237362,657.6973742,5596.675948,10588.52303,1052.088444,6.828552048,0.721525055,0.653595979,88.889599,1
83,3/15/10,1126.606315,1134.508825,1122.929099,1136.982659,4127985747,10438.33548,7275.842337,2326.588136,663.4262587,5575.874493,10616.75605,1058.128965,6.831896706,0.723265076,0.658754654,88.95860327,1
84,3/16/10,1140.245903,1153.502265,1139.30411,1149.873168,4444329133,10529.47696,7375.165745,2349.448579,668.6214424,5611.71186,10693.03942,1074.97316,6.831407283,0.717751657,0.650146385,88.75416182,1
85,3/17/10,1152.413508,1160.023863,1153.914185,1153.954284,4724067872,10555.35901,7408.416967,2360.458065,672.6817036,5631.574316,10850.89091,1067.547292,6.832933587,0.721363516,0.648260787,88.96679601,2
86,3/18/10,1151.322835,1149.522158,1145.604398,1145.369286,3765607464,10556.45461,7353.306153,2332.334126,663.6669316,5621.758575,10567.21052,1073.335321,6.843074185,0.727888944,0.650988287,89.28114494,2
87,3/19/10,1145.214885,1146.281742,1128.166903,1133.033235,5407301360,10492.17282,7261.67756,2296.687968,653.2860108,5615.334876,10661.8701,1048.797232,6.824556706,0.732870824,0.664172539,89.37712977,1
88,3/22/10,1129.553672,1141.966435,1124.54569,1139.789419,4162245100,10545.17466,7296.754692,2320.920443,663.3300657,5605.302755,,1041.75878,6.830222817,0.732329606,0.65881021,89.08295092,1
89,3/23/10,1139.429205,1143.323624,1135.344079,1142.11756,4295858978,10622.18717,7312.033899,2324.657415,665.5776752,5621.732209,10634.0424,1042.94864,6.829844206,0.741722533,0.66547912,89.35724451,2
90,3/24/10,1140.177572,1142.843486,1132.249533,1136.4286,4505432413,10553.52205,7249.492438,2307.260451,659.2206899,5637.879916,10620.93585,1027.434539,6.842461471,0.74951826,0.672158799,91.0927302,2
91,3/25/10,1138.173242,1147.845925,1126.667917,1130.093332,4658653768,10511.24852,7194.71463,2299.981067,649.7585827,5668.282407,10650.92193,1036.169561,6.841762582,0.750750824,0.675305445,91.92186673,1
92,3/26/10,1132.348966,1142.425031,1130.292556,1138.245851,4878531586,10577.15586,7246.139163,2318.498065,656.1694858,5652.675926,10868.01902,1053.910565,6.849176386,0.74834014,0.672763436,92.02101118,1
93,3/29/10,1138.889657,1147.111658,1139.162388,1147.893465,4490017004,10643.37065,7320.801226,2335.827698,663.5055593,5685.236221,10759.45312,1056.272824,6.844791386,0.742564051,0.667622987,92.19802549,1
94,3/30/10,1149.225425,1150.308551,1144.499834,1150.064417,4287118465,10684.56175,7329.833496,2352.128579,669.1695433,5664.257407,10863.1942,1053.079358,6.84044692,0.745801465,0.663818244,92.5891099,1
95,3/31/10,1153.34125,1159.552787,1153.145885,1160.657387,4540870036,10766.69818,7379.553638,2383.60421,673.5162144,5684.69559,10936.31075,1059.982176,6.845066129,0.740517769,0.659735295,93.21929152,1
96,4/1/10,1161.944252,1173.539586,1164.813472,1175.742934,4374848292,10884.56846,7484.825373,2409.237871,681.8644836,5750.942835,11107.24321,1075.218013,6.845055659,0.736670333,0.655886599,93.39159857,2
97,4/5/10,1173.052122,1174.739431,1169.29627,1169.314359,4099479093,10789.4896,7482.730323,2385.049407,683.0849705,,11241.90844,1077.221351,6.848338394,0.741481892,0.655093137,93.69052785,1
98,4/6/10,1166.590582,1172.807333,1169.44341,1176.904629,4085046189,10821.51934,7498.989796,2418.314064,690.4542578,5764.979387,11302.94754,1079.141097,6.857266023,0.746084093,0.655104077,93.05692464,2
99,4/7/10,1175.776638,1178.119254,1162.548404,1169.032619,5216293254,10744.80704,7423.598512,2413.974073,684.0221197,5738.792063,11275.75345,1098.291824,6.857954676,0.748642598,0.65776006,92.47152998,2
100,4/8/10,1166.547837,1171.478033,1158.430967,1166.344678,4853594299,10715.25832,7422.981743,2402.27336,681.9757275,5694.011904,11187.37484,1097.685809,6.851009634,0.74955826,0.656827282,92.4473896,1
101,4/9/10,1167.02712,1175.270348,1173.969209,1180.620074,4602434875,10829.90585,7511.386918,2446.10417,691.6954265,5741.644753,11275.99325,1110.080653,6.853831279,0.74174091,0.654238158,92.10700541,1
102,4/12/10,1180.943034,1187.652672,1182.519621,1185.082934,4723746964,10843.48013,7543.730252,2452.934524,699.2791139,5730.553196,11283.14393,1114.212506,6.853590446,0.736646016,0.652204868,92.09222549,2
103,4/13/10,1187.372171,1183.629352,1178.123406,1178.955391,5552393794,10816.28215,7510.486068,2428.771115,696.0630803,5685.874823,11300.20033,1112.912774,6.850531856,0.736650674,0.653061342,92.42393191,1
104,4/14/10,1178.822149,1191.126731,1179.957222,1193.067803,5864805357,10895.55359,7606.650061,2474.803993,714.8333105,5723.836155,11330.05171,1116.94424,6.851838565,0.733255119,0.647996064,92.73946673,1
105,4/15/10,1194.604035,1199.008564,1197.367647,1202.381769,6166931913,10999.12144,7628.134705,2511.69293,720.0753822,5758.785251,11352.75096,1112.37456,6.854498052,0.737449115,0.648243073,92.4716037,2
106,4/16/10,1200.39527,1198.574035,1177.474437,1188.098144,8237933825,10920.77076,7518.973173,2485.578114,715.576967,5660.76164,11228.44198,1093.029365,6.856111621,0.741477256,0.653533158,91.91044772,2
107,4/19/10,1186.328324,1189.38682,1174.845292,1186.399454,6767502188,10929.1795,7489.348866,2469.562076,708.8647182,5648.763029,10988.56574,1089.660131,6.85415442,0.741371294,0.655707133,92.56076631,1
108,4/20/10,1188.933207,1197.950073,1187.148032,1194.840579,5258297066,10947.10999,7549.868915,2485.732598,711.9931069,5705.770568,10944.47423,1093.789572,6.858777625,0.745019072,0.65616662,93.00302934,2
109,4/21/10,1194.047589,1198.885337,1182.94179,1191.336258,5899565348,10921.02299,7518.553209,2486.002142,717.7903357,5659.017989,11033.39399,1099.505113,6.862320916,0.747797576,0.654688543,92.87322272,1
110,4/22/10,1185.97558,1197.719901,1174.72975,1196.230778,6176596070,10973.29353,7524.092571,2510.041859,728.8739169,5583.141049,10871.82438,1101.518061,6.856635104,0.756108901,0.65719615,93.47628618,2
111,4/23/10,1192.821879,1199.916846,1185.071604,1194.921871,5698970891,10954.36177,7536.065497,2494.169566,729.7335008,5634.911045,10858.46786,1130.914568,6.869047454,0.750031721,0.657002411,93.56635092,2
112,4/26/10,1192.541379,1194.736315,1180.110329,1183.912438,5802050798,10910.15109,7479.976214,2464.136994,720.3108758,5651.93492,11184.30253,1131.977078,6.86531098,0.750052961,0.655495146,93.65785947,2
113,4/27/10,1180.091799,1186.323916,1151.09365,1157.928162,7689778443,10727.83506,7277.613452,2415.836653,705.327144,5501.075859,11139.78453,1143.260871,6.858714783,0.761407469,0.663808757,92.69925156,1
114,4/28/10,1158.218577,1169.600237,1152.337333,1163.332332,6308078518,10752.33832,7298.186476,2410.621492,704.2066615,5459.487147,10728.65203,1140.140278,6.85420598,0.760450311,0.666390701,93.4336537,1
115,4/29/10,1166.486868,1185.99087,1165.749263,1181.035705,6182838124,10901.6742,7390.827135,2461.95683,722.1262543,5477.71768,,1133.95022,6.863936728,0.75985826,0.66225162,93.41410434,2
116,4/30/10,1178.267213,1178.572614,1154.567005,1153.9364,6106641630,10676.74825,7241.22436,2394.890841,698.2020046,5428.123897,10784.40112,1145.649225,6.853660403,0.75744358,0.665145808,93.43417485,1
117,5/3/10,1153.882676,1173.601751,1154.921897,1170.15559,4921190381,10825.57095,7293.026144,2439.413324,709.6533326,,,1148.867029,6.850119292,0.764409692,0.668365701,94.29298148,2
118,5/4/10,1165.651379,1169.942561,1137.478833,1144.403593,6448594188,10633.10525,7107.075639,2377.963143,692.7196186,5288.433972,,1137.464684,6.850887668,0.780844029,0.672976663,94.37054836,2
119,5/5/10,1139.574088,1145.866678,1127.856093,1135.277099,6570371577,10569.59714,7031.849127,2351.566512,684.0222392,5226.32145,,1136.370842,6.854287732,0.790678495,0.674853714,93.80108917,2
120,5/6/10,1132.762817,1138.594651,1033.050688,1096.661314,10582866951,10220.30807,6787.17455,2262.556405,658.2888041,5142.971538,10366.13216,1167.932948,6.854677796,0.801347704,0.68369724,90.86004323,2
121,5/7/10,1094.818293,1105.587674,1062.184526,1081.194567,9603875862,10105.33261,6705.928224,2215.835352,640.7866748,5029.676962,10048.5155,1164.64759,6.853443416,0.792462704,0.687086257,91.46089772,1
122,5/10/10,1092.72006,1139.110149,1098.487403,1139.899507,6758201161,10586.84639,7101.531544,2351.663462,685.7967324,5295.866247,10264.73517,1164.381737,6.852531557,0.789354713,0.684108992,93.18561139,2
123,5/11/10,1137.777598,1154.800609,1130.879533,1139.666763,5625670328,10589.28866,7073.06262,2366.170204,690.6743463,5234.06089,10123.30446,1194.156679,6.85242489,0.794648309,0.677166509,92.11876451,1
124,5/12/10,1138.772826,1157.312057,1138.992291,1153.316209,5005528969,10711.96843,7165.313753,2403.802926,709.5589015,5273.290035,10194.33899,1199.463317,6.843460792,0.793478136,0.681664067,92.73001451,2
125,5/13/10,1153.350264,1152.598682,1138.634754,1132.944499,4953597966,10545.5938,7076.504031,2347.758075,694.0112273,5335.377081,10540.9923,1193.363,6.841882292,0.795387713,0.68981099,92.16259701,2
126,5/14/10,1133.540021,1137.017188,1105.536399,1116.156723,6169001934,10438.14906,6949.226202,2308.162963,678.674287,5175.235394,10360.34706,1186.434936,6.837981426,0.804897424,0.692009855,91.5003522,1
127,5/17/10,1117.553124,1123.242319,1095.498216,1116.725962,5923010596,10433.8244,6937.04813,2315.587621,681.2034982,5194.971605,10046.11626,1178.132461,6.827263779,0.802351102,0.69356506,91.51668853,2
128,5/18/10,1120.744232,1131.451618,1100.402778,1105.44026,6032805899,10380.08782,6859.005099,2294.090354,674.1202153,5219.077299,9953.412394,1177.822083,6.834285275,0.816452598,0.700917603,90.91505584,2
129,5/19/10,1105.181463,1109.456347,1090.01234,1099.162117,6525225006,10312.30583,6833.639142,2273.730565,667.6583109,5088.215553,9935.200863,1148.049514,6.830223758,0.803322747,0.695227603,90.53939643,2
130,5/20/10,1096.801431,1099.72008,1063.473403,1066.278914,8059930723,10030.50732,6607.281919,2213.468931,640.7253906,4999.766585,9781.317648,1142.044399,6.823517561,0.797804627,0.697157582,88.75890648,1
