Date,Signal,Open,High,Low,Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_vpt,volume_nvi,volatility_atr,volatility_bbh,volatility_bbl,volatility_bbm,volatility_kcc,volatility_kch,volatility_kcl,volatility_dch,volatility_dcl,trend_macd,trend_macd_signal,trend_macd_diff,trend_ema_fast,trend_ema_slow,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,momentum_rsi,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_kama,others_dr,others_dlr,others_cr,order
27-11-09,1,1105.47,1105.47,1083.74,1091.49,2362910000,1839464933,-3399780000,0.244213634,18944805600,-7.48E-09,-27044980.98,966.7354688,17.25835494,1117.542933,1083.947067,1100.745,1101.150667,1114.175667,1088.125667,1110.63,1087.24,0.142546737,0.418822999,-0.276276262,1101.215646,1101.073099,0.027788528,11.93800886,-71.14619778,-2.235,-421.6373494,-429.6726064,8.035257033,1098.715,1098.715,1921.033564,1900.815225,44,8,36,43.18283939,-96.04599921,34.60971178,25.87646077,62.44046898,-74.12353923,1105.651746,-1.723346209,-1.738368662,-0.639047437,11
30-11-09,1,1091.07,1097.24,1086.25,1095.63,3895520000,2076710177,495740000,0.280505462,-12887550000,-7.53E-09,-25945489.53,966.7354688,16.8106153,1116.719071,1083.984006,1100.351538,1101.234667,1114.112667,1088.356667,1110.63,1087.24,-0.189675495,0.290043577,-0.479719071,1100.245765,1100.435441,0.02267501,12.9436329,-70.56173603,-13.11153846,-417.2970214,-427.9547947,10.65777337,1098.3875,1098.715,1921.033564,1900.815225,44,8,36,46.71134999,-95.68601784,35.45095476,39.69949917,51.64908981,-60.30050083,1105.586313,0.379298024,0.378580503,-0.262173307,12
01-12-09,1,1098.89,1112.28,1098.89,1108.86,4249310000,4832796773,4745050000,0.296948413,32766768000,-3.60E-09,66087087.07,966.7354688,16.79914278,1117.32899,1084.589581,1100.959286,1101.331667,1113.592667,1089.070667,1110.63,1087.24,0.33087537,0.298585618,0.032289752,1101.712495,1101.381619,0.021196169,13.95302743,69.47129051,-7.479285714,-412.9220101,-425.9023871,12.98037699,1098.3875,1098.715,1921.033564,1900.815225,44,8,36,56.09496913,-95.18467625,41.25461501,83.87312187,49.8163606,-16.12687813,1105.601434,1.207524438,1.200292026,0.942185324,13
02-12-09,2,1109.03,1115.58,1105.29,1109.24,3941340000,1163206609,8686390000,0.260903095,623610200,-2.44E-09,52662131.44,967.0667635,16.33420401,1117.856642,1085.166025,1101.511333,1101.567667,1114.024667,1089.110667,1110.63,1087.24,0.741777088,0.390456325,0.351320762,1102.973481,1102.231704,0.021762138,14.92486066,95.1273715,7.788666667,-408.5860969,-423.4642436,14.87814667,1099.66,1099.66,1921.033564,1900.815225,44,8,36,56.332817,-94.72458817,53.60792788,80.0879397,67.88685358,-19.9120603,1105.620847,0.03426943,0.034263559,0.976777635,14
03-12-09,1,1110.59,1117.28,1098.74,1099.92,4810030000,-5113182733,3876360000,0.173905243,-5012836800,-1.30E-09,-39063915.06,967.0667635,16.49176086,1117.256892,1085.566858,1101.411875,1101.312333,1114.783333,1087.841333,1110.63,1087.24,0.478988521,0.408675591,0.07031293,1102.468869,1101.98988,0.020913163,15.97841424,44.7109998,8.908125,-395.9970182,-419.5736279,23.57660974,1100.51,1100.51,1921.033564,1900.815225,44,8,36,49.2812776,-94.30693319,46.33696077,48.24090638,70.73398932,-51.75909362,1105.517782,-0.840214922,-0.843764625,0.128355682,15
04-12-09,2,1100.43,1119.13,1096.52,1105.98,5781140000,-5141244343,9657500000,0.145436965,-5997748000,-9.11E-10,-8563447.544,967.0667635,16.92877794,1117.202099,1086.159078,1101.680588,1102.375333,1116.303333,1088.447333,1110.63,1087.24,0.647651779,0.457571875,0.190079904,1103.042564,1102.394912,0.02075746,17.12576714,61.63222907,8.119411765,-382.1035162,-414.073749,31.97023279,1101.435,1101.435,1921.033564,1900.815225,44,8,36,53.36862961,-93.84423217,43.35226008,62.84261091,63.723819,-37.15738909,1105.528468,0.55094916,0.549436987,0.680012016,16
07-12-09,2,1105.52,1110.72,1100.83,1103.25,4103360000,-3038738810,5554140000,0.108336692,-2353211100,-5.04E-09,21722412.27,964.6796568,16.42600809,1116.8691,1086.666455,1101.767778,1103.773667,1117.905667,1089.641667,1110.63,1087.24,0.59674373,0.485916864,0.110826866,1103.076137,1102.479393,0.020305283,18.17468215,36.40511787,-6.867777778,-368.4253007,-407.0979435,38.6726428,1101.435,1101.435,1921.033564,1900.815225,44,8,36,51.36056254,-93.41680857,39.78677272,55.12856739,55.40402823,-44.87143261,1105.470668,-0.246839907,-0.247145059,0.431493569,17
08-12-09,1,1103.04,1103.04,1088.61,1091.94,4748030000,-4651876028,806110000,0.068612664,14504864400,-7.58E-09,-58803299.95,964.6796568,16.29843608,1116.590371,1085.910681,1101.250526,1102.777333,1116.600333,1088.954333,1110.63,1087.24,-0.175160961,0.351768011,-0.526928971,1101.288082,1101.463243,0.017079416,19.21357708,-72.71519225,-9.870526316,-356.4872513,-398.8273988,42.34014742,1101.435,1101.435,1921.033564,1900.815225,44,8,36,43.97792512,-93.02400576,39.01464004,23.17038712,47.04718847,-76.82961288,1105.011031,-1.025152957,-1.030443841,-0.598082858,18
09-12-09,1,1091.07,1097.04,1085.89,1095.95,4115410000,754151214.9,4921520000,0.105805694,-87965000,-8.50E-09,-33561290.74,968.2223106,15.93069065,1116.114395,1085.856605,1100.9855,1101.712,1115.657,1087.767,1110.63,1087.24,-0.5066014,0.178091778,-0.684693178,1100.436701,1100.943303,0.013219064,20.20665716,-83.20970316,5.2545,-344.3317962,-389.7541511,45.42235497,1101.435,1101.435,1921.033564,1900.815225,44,8,36,46.8926836,-92.60522169,39.69054065,34.50127155,37.60007535,-65.49872845,1104.828108,0.367236295,0.366563629,-0.23304294,19
10-12-09,1,1098.69,1106.25,1098.69,1102.35,3996490000,3183910055,8918010000,0.114492659,-7823531400,-4.09E-09,38451511.79,973.8764215,15.52849846,1116.273286,1086.081714,1101.1775,1101.069667,1115.127667,1087.011667,1110.63,1087.24,-0.333190085,0.074883477,-0.408073561,1100.740144,1101.073334,0.010522399,21.12755122,15.17547863,4.4725,-323.3598436,-378.8344283,55.4745847,1101.9725,1101.435,1921.033564,1900.815225,44,8,36,51.25201918,-92.12923621,38.07499642,52.58547612,36.75237826,-47.41452388,1104.786547,0.583968247,0.582269761,0.34956441,20
11-12-09,1,1103.96,1108.5,1101.34,1106.41,3791090000,1450983195,12709100000,0.171940623,-3392387200,-2.76E-09,37300971.64,977.463248,14.93074857,1115.950228,1088.321772,1102.136,1102.254667,1114.855667,1089.653667,1110.63,1091.38,0.077366587,0.07538379,0.001982797,1101.635112,1101.557745,0.009506954,21.99691476,42.62204779,8.494,-300.5806149,-365.8659387,65.28532374,1101.9725,1101.435,1921.033564,1900.815225,44,8,36,53.84057243,-91.62802311,39.66350087,64.0576434,50.38146369,-35.9423566,1104.858324,0.368304078,0.367627499,0.719155948,21
14-12-09,2,1107.84,1114.76,1107.84,1114.11,4548490000,5271860778,17257590000,0.201322209,6491520000,-6.28E-09,45617706.93,977.463248,14.4606951,1117.319072,1089.015928,1103.1675,1104.174333,1116.368333,1091.980333,1114.11,1091.38,0.91797787,0.244903273,0.673074597,1103.596386,1102.678408,0.011142225,22.8308005,115.8049582,-11.6775,-277.4589863,-350.8144916,73.35550527,1101.9725,1101.435,1921.033564,1900.815225,92,8,84,58.35697003,-91.0528039,46.85764708,85.81520203,67.48610719,-14.18479797,1105.370061,0.695944541,0.693534025,1.420105416,22
15-12-09,1,1114.11,1114.11,1105.35,1107.93,5045100000,1620676117,12212490000,0.144173837,1906095200,-6.28E-09,3669654.031,977.463248,14.05350259,1117.144035,1089.053965,1103.099,1104.419667,1116.150667,1092.688667,1114.11,1091.38,1.1351711,0.423801662,0.711369438,1104.275418,1103.140246,0.013091793,23.66938594,74.3594164,-7.469,-256.1119058,-333.8729148,77.76100901,1101.9725,1101.435,1921.033564,1900.815225,92,8,84,53.8065708,-90.51254466,46.47309002,68.35264199,72.74182914,-31.64735801,1105.384135,-0.554702857,-0.556247046,0.857525193,23
16-12-09,2,1108.61,1116.21,1107.96,1109.18,4829820000,-5474692913,17042310000,0.057591764,-1386956900,-6.81E-09,-22536165.43,978.5660515,13.64110955,1116.978181,1089.105819,1103.042,1104.527667,1116.054667,1093.000667,1114.11,1091.38,1.377602735,0.615285281,0.762317454,1105.041735,1103.664132,0.015361183,24.50880065,93.91786115,5.818,-234.6961252,-315.9505934,81.25446816,1101.9725,1101.435,1921.033564,1900.815225,92,8,84,54.57805793,-89.98311611,45.36049431,71.8847132,75.35085241,-28.1152868,1105.400236,0.112823012,0.112759415,0.971315691,24
17-12-09,1,1106.36,1106.36,1095.88,1096.08,7615070000,-10725782619,9427240000,-0.063808446,-30454144500,8.93E-10,-84488839.11,978.5660515,13.61674458,1116.244648,1088.467352,1102.356,1103.940333,1114.661333,1093.219333,1114.11,1091.38,0.630342696,0.618305893,0.012036802,1103.644858,1103.014515,0.015135434,24.38640854,-36.93400254,6.884,-222.5616951,-298.2237244,75.6620292,1101.2425,1101.435,1921.033564,1900.815225,88,4,84,45.92208235,-89.48976349,43.05397517,30.65583634,56.96439718,-69.34416366,1105.304527,-1.18105267,-1.188082502,-0.221208728,25
18-12-09,1,1097.86,1103.74,1093.88,1102.47,6325890000,-2628118798,15753130000,0.004013923,-10038629700,1.21E-09,-53058893.75,984.2709609,13.34840569,1116.195767,1089.273233,1102.7345,1103.222333,1112.668333,1093.776333,1114.11,1091.38,0.493692567,0.593322823,-0.099630256,1103.462102,1102.968409,0.01451696,24.1825883,-33.29285205,-2.8145,-209.6338719,-280.5802323,70.94636038,1101.2425,1101.435,1099.59,1099.59,84,24,60,50.08098008,-88.93022019,42.37174828,49.87966306,50.80673753,-50.12033694,1105.277307,0.582986643,0.581293852,0.360488298,26
21-12-09,1,1105.31,1117.68,1105.31,1114.05,3977340000,6339323717,19730470000,0.015577122,-65370008100,9.15E-10,78655828.92,994.6094352,13.48137671,1117.130337,1090.605663,1103.868,1103.963667,1113.657667,1094.269667,1114.11,1091.49,1.209412112,0.716779481,0.492632632,1105.106304,1103.896891,0.015850066,24.11607907,110.0910283,2.112,-195.7222405,-262.7174533,66.9952128,1101.61,1101.435,1095.135,1095.135,80,20,60,56.59553921,-88.23070071,44.57952229,84.71720818,55.08423586,-15.28279182,1105.487701,1.050368718,1.044890672,1.414643472,27
22-12-09,1,1114.51,1120.27,1114.51,1118.02,3641130000,2439521230,23371600000,0.011674114,-41748018000,6.76E-10,54752172.61,998.1537998,12.96270694,1119.066327,1089.847673,1104.457,1106.270667,1115.097667,1097.443667,1118.02,1091.49,2.039958907,0.981825505,1.058133402,1107.108788,1105.068829,0.019101977,23.90371293,154.0654861,-1.207,-181.3669169,-244.6102445,63.24332759,1104.54,1102.005,1095.135,1095.135,100,16,84,58.59072454,-87.50579188,49.59292464,93.45549738,76.01745621,-6.544502618,1106.672423,0.356357435,0.355723986,1.776042093,28
23-12-09,1,1118.84,1121.58,1116,1120.59,3166870000,2839639123,26538470000,0.009085299,-5300473800,1.52E-09,20255142.56,1000.448263,12.43537073,1121.420365,1088.987635,1105.204,1108.913667,1117.183667,1100.643667,1120.59,1091.49,2.851317979,1.356187437,1.495130542,1109.196726,1106.345408,0.023893349,23.78886219,152.4179199,-13.264,-167.0279498,-227.2400341,60.21208426,1105.195,1102.66,1099.295,1099.295,100,12,88,59.87652827,-86.77541085,50.23524089,97.22611376,91.79960644,-2.773886243,1107.918988,0.229870664,0.229606866,2.009995357,29
24-12-09,1,1121.08,1126.48,1121.08,1126.48,1267710000,3310851935,27806180000,-0.005218195,-20079133200,3.09E-09,13942991.32,1005.706778,11.96784425,1124.573465,1087.419535,1105.9965,1111.138667,1119.192667,1103.084667,1126.48,1091.49,3.882756112,1.862002107,2.020754005,1111.870761,1107.988005,0.030515302,23.71107103,178.4893544,-10.0465,-153.6132892,-210.9103312,57.29704203,1107.645,1105.11,1099.295,1099.295,100,8,92,62.73262375,-85.98726242,55.52565277,100,96.89387038,0,1109.548416,0.52561597,0.524239431,2.546176184,30
28-12-09,2,1127.53,1130.38,1123.51,1127.78,2716400000,1928028486,30522580000,0.010256904,-3238879300,4.01E-09,9798113.287,1005.706778,11.60371252,1127.426056,1088.195944,1107.811,1113.319333,1121.344333,1105.294333,1127.78,1091.94,4.739441726,2.437946341,2.301495385,1114.330063,1109.590621,0.038210539,23.53478095,175.8697498,-5.461,-140.4918386,-195.6917592,55.19992064,1109.595,1107.06,1099.295,1099.295,100,4,96,63.35267732,-85.21292596,59.56451046,94.15599011,97.12736796,-5.84400989,1110.969948,0.115403736,0.115337197,2.664518302,31
29-12-09,1,1128.55,1130.38,1126.08,1126.2,2491020000,-1691667839,28031560000,-0.049532619,-342526800,6.33E-09,-355048.2584,1004.297801,11.08201877,1129.670779,1089.008221,1109.3395,1114.851,1122.614,1107.088,1127.78,1091.94,5.237287968,2.99816975,2.239118218,1116.163605,1110.926317,0.04589116,23.40397731,157.074779,-2.9295,-128.0276299,-181.460173,53.43254306,1109.595,1107.06,1099.295,1099.295,96,16,80,62.00244765,-84.47317779,65.78947274,90.60463025,94.92020679,-9.395369746,1111.577974,-0.140098246,-0.140196475,2.520687113,32
30-12-09,2,1125.53,1126.42,1121.94,1126.42,2277300000,-74686325.58,30308860000,-0.048318734,597176000,6.61E-09,-3045011.185,1004.493988,10.610446,1131.86421,1088.57079,1110.2175,1116.430667,1123.765667,1109.095667,1127.78,1091.94,5.582481462,3.515294305,2.067187157,1117.746918,1112.164436,0.053159881,23.16739139,116.1325456,3.8925,-114.715903,-168.1290372,53.4131342,1109.595,1107.06,1099.295,1099.295,92,12,80,62.1234971,-83.75997576,65.10664968,89.15068493,91.30376843,-10.84931507,1112.888909,0.019534719,0.019532811,2.54071424,33
31-12-09,1,1126.6,1127.64,1114.81,1115.1,2076990000,294203546.4,28231870000,-0.06255484,4595733000,3.82E-09,-20427924.69,994.3992877,10.76898557,1132.254771,1088.766229,1110.5105,1117.237333,1125.030333,1109.444333,1127.78,1091.94,4.940860433,3.800523234,1.1403372,1117.33852,1112.397659,0.057659977,23.14242034,63.29387395,-2.5805,-102.5157853,-154.7906028,52.2748175,1109.595,1107.06,1099.295,1099.295,88,8,80,52.80235874,-83.09251016,51.3200888,58.1369863,79.29743383,-41.8630137,1112.924047,-1.004953747,-1.010037496,1.51022749,34
04-01-10,1,1116.56,1133.87,1116.56,1132.99,3991400000,1602476626,32223270000,0.033489045,11261637000,4.72E-09,43162854.6,994.3992877,11.3404866,1135.412891,1088.915109,1112.164,1120.074,1128.55,1111.598,1132.99,1091.94,5.727415479,4.186026786,1.541388693,1119.75234,1114.024925,0.0632541,23.38413814,113.410498,-2.984,-88.02788132,-141.278826,53.25094473,1114.1975,1108.805,1099.295,1099.295,100,4,96,62.40325722,-82.14388296,60.47829625,97.79944986,81.69570703,-2.200550138,1116.445691,1.604340418,1.591606889,3.138797098,35
05-01-10,1,1132.66,1136.63,1129.66,1136.52,2491020000,5997966910,34714290000,0.078377077,8868522600,5.61E-09,71796789.26,997.4974876,11.02830899,1139.032243,1088.349757,1113.691,1123.498,1131.685,1115.311,1136.52,1091.94,6.543530975,4.657650064,1.885880911,1122.337327,1115.793796,0.069829331,23.38658815,136.1425852,-17.611,-74.29726011,-127.7871616,53.48990146,1117.8775,1110.185,1099.4025,1099.295,100,28,72,63.96106057,-81.17318513,61.7579764,99.74269006,85.22637541,-0.257309942,1119.7725,0.311564974,0.311080616,3.460141464,36
06-01-10,1,1135.71,1139.19,1133.95,1137.14,4972660000,3494232075,39686950000,0.118191899,4072229000,6.07E-09,10473855.84,997.4974876,10.61485834,1142.197093,1088.573907,1115.3855,1125.939333,1133.413333,1118.465333,1137.14,1091.94,7.153945563,5.157012877,1.996932685,1124.618654,1117.464708,0.076729445,23.34971576,132.3190802,-12.9155,-61.38810068,-114.456182,53.0680813,1119.77,1111.465,1098.715,1098.715,100,24,76,64.2413106,-80.23175743,60.07231298,95.47561245,97.67258412,-4.524387552,1121.886698,0.054552494,0.054537619,3.516581551,37
07-01-10,1,1136.27,1142.46,1131.32,1141.69,5270680000,5623896413,44957630000,0.207711127,14370842200,5.83E-09,23802104.47,997.4974876,10.65236846,1144.753438,1090.992562,1117.873,1128.028333,1136.040333,1120.016333,1141.69,1095.95,7.895859667,5.704873264,2.190986403,1127.24891,1119.35305,0.084197046,23.3660541,130.2375681,-3.823,-47.67777162,-101.1950511,53.51727945,1121.405,1113.1,1098.3875,1098.715,100,20,80,66.311723,-79.24448642,64.92101921,98.41498559,97.8777627,-1.585014409,1124.349172,0.400126633,0.399328256,3.930778964,38
08-01-10,1,1140.52,1145.39,1136.22,1144.98,4389590000,8539122127,49347220000,0.215689252,-4571268800,7.49E-09,33738844.91,1000.371969,10.546485,1147.698809,1092.950191,1120.3245,1130.309,1138.68,1121.938,1144.98,1096.08,8.637253124,6.291427203,2.345825922,1129.980192,1121.342939,0.092125452,23.41892681,140.1884048,-2.3045,-33.98464261,-87.90297924,53.91833663,1122.87,1114.565,1098.3875,1098.715,100,16,84,67.76507597,-78.23484177,72.49940535,99.20403805,97.69821203,-0.795961949,1126.980513,0.288169293,0.287754881,4.230275555,39
11-01-10,2,1145.96,1149.74,1142.02,1146.98,4255780000,5209851005,53603000000,0.231910023,-5368821000,8.40E-09,20083257.17,1002.119374,10.34459322,1150.962356,1094.149644,1122.556,1132.465667,1141.068667,1123.862667,1146.98,1096.08,9.271799752,6.887565105,2.384234647,1132.598323,1123.326524,0.100176118,23.36206823,145.3321244,-1.966,-20.36179964,-74.55519713,54.19339749,1125.045,1116.74,1099.66,1099.66,100,12,88,68.65048097,-77.22685939,70.32281263,93.78798109,97.13566825,-6.212018906,1129.17336,0.17467554,0.17452316,4.412340352,40
12-01-10,1,1143.81,1143.81,1131.77,1136.22,4716160000,-17174946.72,48886840000,0.194161977,-2860753200,4.11E-09,-36809232.93,1002.119374,10.69212227,1152.032872,1096.060128,1124.0465,1133.47,1142.59,1124.35,1146.98,1096.08,8.835169142,7.277119052,1.55805009,1133.156005,1124.320836,0.105831823,23.27168965,84.0126455,2.4335,-7.891798645,-61.20677144,53.31497279,1125.045,1116.74,1100.51,1100.51,96,8,88,59.22530287,-76.28767829,70.10454348,61.62361624,84.87187846,-38.37638376,1129.344099,-0.938115747,-0.942543768,3.432831745,41
13-01-10,1,1137.31,1148.4,1133.18,1145.68,4170360000,1449809413,53057200000,0.182355788,111046000,4.23E-09,-9521237.871,1010.462872,11.01554211,1154.730416,1096.519584,1125.625,1134.956667,1145.168667,1124.744667,1146.98,1096.08,9.121234971,7.645967338,1.475267633,1135.084237,1125.963002,0.111110166,23.36781633,104.9961512,2.155,4.862614691,-47.92026947,52.78288416,1125.045,1116.74,1101.435,1101.435,92,4,88,63.91587394,-75.19371438,68.78024482,88.37675351,81.26278361,-11.62324649,1130.355579,0.832585239,0.829138367,4.293998234,42
14-01-10,2,1145.68,1150.41,1143.8,1148.46,3915200000,4284944175,56972400000,0.231803661,-9803750400,4.81E-09,44222060.13,1012.914767,10.70086053,1157.187296,1098.115704,1127.6515,1137.219667,1147.644667,1126.794667,1148.46,1096.08,9.455565924,8.007906761,1.447659163,1137.143369,1127.687804,0.116170562,23.37588099,122.6209893,-1.4515,17.63130109,-34.5705932,52.2018943,1125.8175,1117.075,1101.435,1101.435,100,4,96,65.18340783,-74.08772885,67.5755761,94.52247191,81.50761388,-5.47752809,1131.62687,0.242650653,0.242356732,4.547068302,43
15-01-10,1,1147.72,1147.77,1131.39,1136.03,4758730000,-457524606.3,52213670000,0.249069457,-5677770500,1.44E-09,-42004377.32,1012.914767,11.15579906,1157.471265,1100.516735,1128.994,1139.141,1149.921,1128.361,1148.46,1096.08,8.64625984,8.135582938,0.510676902,1136.971989,1128.325729,0.118430157,23.5282542,61.91945769,-2.574,30.12027525,-21.44302025,51.56329551,1129.0925,1117.075,1101.435,1101.435,96,24,72,55.7531454,-73.06954047,60.99483049,59.60674157,80.83532233,-40.39325843,1131.905941,-1.082318931,-1.08821861,3.415535589,44
19-01-10,2,1136.03,1150.45,1135.77,1150.23,4724830000,2520516467,56938500000,0.416106414,1433045100,1.66E-09,7554179.662,1025.575867,11.4075277,1157.297587,1106.105413,1131.7015,1140.908667,1151.425667,1130.391667,1150.23,1102.47,9.015882301,8.311648946,0.704233355,1139.012621,1129.996739,0.120992106,23.775639,95.94265967,-16.6015,30.92232761,-9.75195495,40.67428257,1131.525,1117.095,1101.435,1101.435,100,20,80,62.43859272,-71.78483796,63.77214965,99.38271605,84.50397651,-0.617283951,1132.855905,1.24996699,1.242219398,4.708195647,45
