,Date,Signal,Open,High,Low,Close,Volume,RUSS_Close,NYSE_Close,NASDAQ_Close,DJI_Close,FTSE_Close,GOLD_Close,N225_Close,USDCNY_Close,USDEUR_Close,USDGBP_Close,USDJPY_Close
82,02-03-15,2,18134.05,18288.63,18122.59,18288.63,89790000,1242.62,11102.82,5008.1,18288.63,6940.6,1206.83,18826.88,6.2586,0.8959,0.6491,119.826
83,03-03-15,2,18281.95,18281.95,18136.88,18203.37,83830000,1234.76,11051.22,4979.9,18203.37,6889.1,1203.74,18815.16,6.2637,0.8945,0.6511,120.204
84,04-03-15,1,18203.37,18203.37,18029.5,18096.9,80900000,1230.73,11004.68,4967.14,18096.9,6919.2,1200.34,18703.6,6.2637,0.8943,0.6508,119.637
85,05-03-15,2,18096.9,18160.35,18087.65,18135.72,75840000,1234.31,11014.26,4982.81,18135.72,6961.1,1198.4,18751.84,6.2606,0.9024,0.6551,119.651
86,06-03-15,1,18135.72,18135.72,17825.15,17856.78,113350000,1217.52,10842.17,4927.37,17856.78,6911.8,1167.29,18971,6.2574,0.9064,0.6558,120.045
87,09-03-15,2,17856.56,18031.04,17856.56,17995.72,85820000,1223.59,10866.62,4942.44,17995.72,6876.5,1167.21,18790.55,6.2538,0.922,0.6641,120.739
88,10-03-15,2,17989.56,17989.56,17662.94,17662.94,120450000,1208.47,10678.41,4859.79,17662.94,6702.8,1161.84,18665.11,6.255,0.9231,0.662,121.408
89,11-03-15,1,17662.94,17731.78,17627,17635.39,102120000,1215.78,10678.76,4849.94,17635.39,6721.5,1155.31,18723.52,6.252,0.9338,0.663,121.038
90,12-03-15,2,17626.84,17900.1,17620.49,17895.22,111550000,1236.64,10820.87,4893.29,17895.22,6761.1,1153.73,18991.11,6.252,0.948,0.6697,121.411
91,13-03-15,1,17889.05,17889.05,17629.89,17749.31,113620000,1232.14,10751.02,4871.76,17749.31,6740.6,1158.48,19254.25,6.252,0.9411,0.6714,121.318
92,16-03-15,2,17751.24,17988.5,17751.24,17977.42,101760000,1239.78,10881.18,4929.51,17977.42,6804.1,1154.81,19246.06,6.2487,0.9541,0.6777,121.343
93,17-03-15,1,17972.22,17972.22,17785.79,17849.08,82560000,1242.23,10862.43,4937.43,17849.08,6837.6,1149.57,19437,6.2518,0.9458,0.6745,121.367
94,18-03-15,2,17846.8,18097.12,17697.52,18076.19,130950000,1252.14,11019.72,4982.83,18076.19,6945.2,1167.61,19544.48,6.2395,0.9436,0.6779,121.28
95,19-03-15,1,18072.58,18072.99,17934.24,17959.03,107820000,1254.86,10931.36,4992.38,17959.03,6962.3,1171.18,19476.56,6.2187,0.9217,0.6684,120.064
96,20-03-15,2,17961.13,18197.29,17961.13,18127.65,333870000,1266.37,11070.53,5026.42,18127.65,7022.5,1182.54,19560.22,6.186,0.9373,0.6774,120.762
97,23-03-15,2,18136.73,18205.93,18116.04,18116.04,98030000,1264.71,11070.89,5010.97,18116.04,7037.7,1189.54,19754.36,6.196,0.9237,0.6692,120.027
98,24-03-15,2,18110.87,18149.24,18010.44,18011.14,87190000,1263.46,11019.75,4994.73,18011.14,7019.7,1193.28,19713.45,6.205,0.9137,0.6688,119.75
99,25-03-15,2,18012.61,18041.97,17718.54,17718.54,106560000,1233.85,10897.51,4876.52,17718.54,6991,1195.47,19746.2,6.1953,0.9173,0.6741,119.791
100,26-03-15,1,17716.27,17759.51,17579.27,17678.23,117740000,1231.99,10865.15,4863.36,17678.23,6895.3,1204.81,19471.12,6.201,0.9124,0.6722,119.518
101,27-03-15,1,17673.63,17729.14,17630.49,17712.66,103220000,1240.41,10875.14,4891.22,17712.66,6855,1198.55,19285.63,6.2014,0.9186,0.673,119.183
102,30-03-15,2,17727.48,18008.64,17727.48,17976.31,104040000,1257.8,10989.16,4947.44,17976.31,6891.4,1186.07,19411.4,6.2052,0.9187,0.6718,119.25
103,31-03-15,2,17965.37,17965.37,17773.02,17776.12,119470000,1252.77,10899.19,4900.88,17776.12,6773,1183.57,19206.99,6.1965,0.9233,0.6753,120.013
104,01-04-15,1,17778.52,17778.52,17585.01,17698.18,103360000,1251.71,10891.61,4880.23,17698.18,6809.5,1203.98,19034.84,6.1875,0.9313,0.6743,120.022
105,02-04-15,1,17699.52,17815.03,17673.49,17763.24,87370000,1255.66,10953.16,4886.94,17763.24,6833.5,1202.61,19312.79,6.1871,0.9285,0.674,119.574
106,06-04-15,2,17755.5,17941.79,17646.8,17880.85,100850000,1260.54,11033.12,4917.32,17880.85,,1214.84,19397.98,6.187,0.909,0.6698,118.823
107,07-04-15,1,17884.32,17983.12,17871.21,17875.42,72150000,1253.36,11013.24,4910.23,17875.42,6961.8,1209.22,19640.54,6.187,0.9145,0.6716,119.477
108,08-04-15,1,17877.62,17976.2,17822.23,17902.51,76820000,1262.71,11032.99,4950.82,17902.51,6937.4,1202.57,19789.81,6.1882,0.9239,0.6746,120.29
109,09-04-15,1,17902.51,17984.22,17823.1,17958.73,86740000,1259.11,11065.39,4974.56,17958.73,7015.4,1194.81,19937.72,6.1914,0.9272,0.6721,120.094
110,10-04-15,2,17956.73,18066.76,17945.55,18057.65,116410000,1264.77,11112.68,4995.98,18057.65,7089.8,1207.59,19907.63,6.1947,0.9373,0.6796,120.55
111,13-04-15,1,18052.32,18107.57,17974.81,17977.04,120090000,1265.59,11056.76,4988.25,17977.04,7064.3,1198.88,19905.46,6.1991,0.9425,0.683,120.209
112,14-04-15,1,17979.11,18075.6,17905.48,18036.7,82830000,1265.35,11108.07,4977.29,18036.7,7075.3,1192.78,19908.68,6.2047,0.9458,0.6818,120.059
113,15-04-15,2,18045.71,18160.52,18045.71,18112.61,113610000,1275.35,11171.06,5011.02,18112.61,7096.8,1202.58,19869.76,6.2021,0.9392,0.677,119.457
114,16-04-15,2,18106.27,18169.26,18063.86,18105.77,89520000,1272.9,11169.75,5007.79,18105.77,7060.5,1198.55,19885.77,6.1937,0.9366,0.6744,119.143
115,17-04-15,1,18102.56,18102.56,17748.53,17826.3,138860000,1251.86,11058.45,4931.81,17826.3,6994.6,1204.22,19652.88,6.1869,0.9298,0.6702,119.044
116,20-04-15,2,17841.18,18092.22,17841.18,18034.93,103160000,1264.92,11116.57,4994.6,18034.93,7052.1,1195.89,19634.49,6.1866,0.9251,0.6681,118.818
117,21-04-15,1,18034.23,18109.7,17929.63,17949.59,95180000,1264.15,11100.38,5014.1,17949.59,7062.9,1202.41,19909.09,6.1919,0.9305,0.6707,119.195
118,22-04-15,1,17950.82,18056.02,17887.76,18038.27,91260000,1265.48,11144.45,5035.17,18038.27,7028.2,1187.13,20133.9,6.1919,0.9309,0.6695,119.633
119,23-04-15,1,18031.9,18133.03,17966.77,18058.69,100240000,1271.54,11191.48,5056.06,18058.69,7053.7,1193.97,20187.65,6.1857,0.9323,0.665,119.95
120,24-04-15,2,18056.42,18108.87,18009.08,18080.14,119130000,1267.54,11192.93,5092.08,18080.14,7070.7,1179,20020.04,6.1887,0.9246,0.6644,119.571
121,27-04-15,1,18097.89,18175.56,18024.66,18037.97,121110000,1252.7,11167.31,5060.25,18037.97,7104,1202.15,19983.32,6.1848,0.9201,0.6589,118.927
122,28-04-15,2,18035.9,18119.65,17917.36,18110.14,124930000,1259.36,11203.08,5055.42,18110.14,7030.5,1212.17,20058.95,6.209,0.9193,0.6569,119.126
123,29-04-15,2,18093.69,18096.46,17953.69,18035.53,102080000,1246.95,11154.11,5023.64,18035.53,6946.3,1204.71,,6.1965,0.9117,0.6521,118.823
124,30-04-15,1,18033.33,18033.33,17774.89,17840.52,129180000,1220.13,11049.74,4941.42,17840.52,6960.6,1184.37,19520.01,6.1902,0.8997,0.6482,118.97
125,01-05-15,1,17859.27,18028.89,17859.27,18024.06,91700000,1228.11,11140.36,5005.39,18024.06,6986,1178.46,19531.63,6.191,0.8917,0.6513,119.452
126,04-05-15,2,18026.02,18133.76,18026.02,18070.4,86010000,1233.22,11173.28,5016.93,18070.4,,1188.33,,6.191,0.894,0.6602,120.136
127,05-05-15,2,18062.53,18086.01,17905.71,17928.2,95340000,1215.42,11049.34,4939.33,17928.2,6927.6,1193.34,,6.1984,0.8969,0.6612,120.1
128,06-05-15,1,17934.81,18019.75,17733.12,17841.98,100430000,1219.36,11015.99,4919.64,17841.98,6933.7,1192.24,,6.1952,0.8939,0.659,119.922
129,07-05-15,1,17840.25,17973.07,17796.94,17924.06,80920000,1225.54,11036.4,4945.54,17924.06,6887,1184.51,19291.99,6.189,0.8817,0.6561,119.397
130,08-05-15,2,17933.64,18205.23,17933.64,18191.11,94960000,1234.93,11196.5,5003.55,18191.11,7046.8,1188.39,19379.19,6.198,0.8891,0.649,119.709
131,11-05-15,2,18187.78,18199.95,18089.11,18105.17,86050000,1235.83,11140.74,4993.57,18105.17,7029.9,1183.97,19620.91,6.198,0.8933,0.6479,119.78
132,12-05-15,2,18096.16,18119.18,17924.8,18068.23,89270000,1233.13,11113.17,4976.19,18068.23,6933.8,1193.94,19624.84,6.1992,0.8973,0.642,120.131
133,13-05-15,1,18070.37,18132.79,18039.2,18060.49,85180000,1232.28,11117,4981.69,18060.49,6949.6,1215.75,19764.72,6.1989,0.8911,0.6381,119.835
134,14-05-15,1,18062.49,18255.21,18062.49,18252.24,91580000,1245.11,11207.33,5050.8,18252.24,6973,1221.14,19570.24,6.1946,0.881,0.6353,119.16
135,15-05-15,1,18251.97,18272.72,18215.07,18272.56,108220000,1243.95,11228.35,5048.29,18272.56,6960.5,1224.8,19732.92,6.1916,0.8768,0.634,119.191
136,18-05-15,2,18267.25,18325.54,18244.26,18298.88,79080000,1257.52,11227.89,5078.44,18298.88,6968.9,1225.51,19890.27,6.1961,0.8737,0.6351,119.33
137,19-05-15,2,18300.48,18351.36,18261.35,18312.39,87200000,1255.66,11213.15,5070.03,18312.39,6995.1,1207.86,20026.38,6.1943,0.8829,0.6384,119.9
138,20-05-15,1,18315.06,18350.13,18272.56,18285.4,80190000,1257.74,11210.24,5071.74,18285.4,7007.3,1209.8,20196.56,6.1967,0.8971,0.6445,120.652
139,21-05-15,2,18285.87,18314.89,18249.9,18285.74,84270000,1256.74,11239.66,5090.79,18285.74,7013.5,1204.86,20202.87,6.1937,0.9008,0.6434,121.212
140,22-05-15,2,18286.87,18286.87,18217.14,18232.02,78890000,1252.22,11197.69,5089.36,18232.02,7031.7,1206.21,20264.41,6.1868,0.8999,0.6384,121.039
141,26-05-15,1,18229.75,18229.75,17990.02,18041.54,109440000,1238.76,11065.32,5032.75,18041.54,6949,1187.3,20437.48,6.192,0.9115,0.6463,121.6
142,27-05-15,2,18045.08,18190.35,18045.08,18162.99,96400000,1254.36,11143.35,5106.59,18162.99,7033.3,1188.09,20472.58,6.1939,0.9184,0.6494,122.986
143,28-05-15,2,18154.14,18154.14,18066.4,18126.12,67510000,1253.1,11132.74,5097.98,18126.12,7040.9,1188.4,20551.46,6.1913,0.9174,0.6515,123.74
144,29-05-15,1,18128.12,18128.12,17967.74,18010.68,139810000,1246.53,11056.3,5070.03,18010.68,6984.4,1190.58,20563.15,6.1912,0.9124,0.6528,123.82
145,01-06-15,2,18017.82,18105.83,17982.06,18040.37,85640000,1249.62,11061.68,5082.93,18040.37,6953.6,1189.2,20569.87,6.1883,0.9126,0.6541,124.193
146,02-06-15,1,18033.33,18091.87,17925.33,18011.94,77550000,1251.8,11080.89,5076.52,18011.94,6928.3,1193.01,20543.19,6.1895,0.9155,0.6579,124.847
147,03-06-15,2,18018.42,18168.09,18010.42,18076.27,73120000,1264.58,11107.94,5099.23,18076.27,6950.5,1185.17,20473.51,6.1882,0.8969,0.6519,124.036
148,04-06-15,2,18072.47,18087.15,17876.95,17905.58,93470000,1251.29,11000.39,5059.12,17905.58,6859.2,1176.89,20488.19,6.1878,0.8883,0.6525,124.304
149,05-06-15,2,17905.38,17940.78,17822.9,17849.46,89140000,1261.01,10979.33,5068.46,17849.46,6804.6,1171.94,20460.9,6.1911,0.8922,0.6508,124.38
150,08-06-15,1,17849.46,17852.35,17760.61,17766.55,86300000,1253.7,10917.82,5021.63,17766.55,6790,1174.07,20457.19,6.1934,0.9002,0.655,125.629
151,09-06-15,1,17766.95,17817.83,17714.97,17764.04,90550000,1249.66,10915.64,5013.87,17764.04,6753.8,1176.8,20096.3,6.1956,0.8864,0.6516,124.563
152,10-06-15,1,17765.38,18045.14,17765.38,18000.4,96980000,1266.93,11057.99,5076.69,18000.4,6830.3,1186.06,20046.36,6.1957,0.885,0.6496,124.339
153,11-06-15,2,18001.27,18109.77,18001.27,18039.37,89490000,1268.92,11080.51,5082.51,18039.37,6846.7,1182.01,20382.97,6.1958,0.884,0.6453,122.866
154,12-06-15,2,18035.83,18035.83,17857.07,17898.84,83760000,1265.02,11009.91,5051.1,17898.84,6784.9,1181.63,20407.08,6.1966,0.8896,0.6448,123.581
155,15-06-15,1,17890.76,17890.76,17698.42,17791.17,91920000,1261.04,10949.54,5029.97,17791.17,6710.5,1186.43,20387.79,6.1983,0.8913,0.6426,123.29
156,16-06-15,1,17787.43,17919.62,17774.12,17904.48,77510000,1269.53,10997.66,5055.55,17904.48,6710.1,1182.07,20257.94,6.199,0.8868,0.6412,123.42
157,17-06-15,1,17909.58,17998,17839.65,17935.74,92410000,1268.33,11013.66,5064.88,17935.74,6680.6,1185.55,20219.27,6.1986,0.8895,0.6394,123.439
